labels	kor_sentence
positive	"&quot; ▶ 인터뷰(☎) : 경찰 관계자 - &quot;큰, 중상은 아니라고. (다행히 모두) 그냥 경상 정도인데 병원 가신다고….&quot; 오늘 하루 충청과 호남지역에 집중적으로 눈이 내리면서 눈길 교통사고가 잇따랐습니다. 오전 9시쯤엔 전남... "
positive	"실무협의회에선 전남도, 전남경찰청, 국토관리사무소, 도로관리사업소 등 관계자 12명이 참석한 가운데 교통?생활안전?여성청소년 분야에서 유관기관 간 협력이 필요한 6건의 안건을 협의했다. 주요 안건은... "
positive	"지키자” 경찰 “차량 이용 시 교통정보 미리 확인” [천지일보=조성민 기자] 17일 촛불집회에 참여한 한... 직접 피켓을 만들어온 윤등섭(65, 남, 전남 여수시 안산동)씨는 “윤석열 정부에서 억울한 국민이 한 사람도... "
positive	진술했는데 경찰은 CCTV와 블랙박스 등을 토대로 사고 원인을 조사하고 있습니다. 폭설이 내린 충남에선... 내린 전남·광주 지역에선 제설 작업이 더디게 진행되며 곳곳에서 교통사고가 이어졌습니다. 올겨울 최강 한파... 
positive	전남 나주경찰서는 절도 혐의로 A 경사를 불구속 입건했다고 17일 밝혔다. A 경사는 지난 13일 낮 12시 30분쯤 나주 한 골프장 탈의실 옷장에서 현금 700만원과 신분증 등이 든 지갑을 훔친 혐의를 받고 있다. 광주... 
positive	경찰은 승용차 단독사고가 발생한 지 약 10분이 지난 뒤 관광버스가 승용차를 추돌하고 미끄러지며 넘어진... 전남 영암군 시종면에서는 오전 8시7분 편도 1차로 도로에서 승용차 한 대가 눈길에 미끄러져 가드레일을... 
neutral	광주·전남 소방본부와 경찰 등에 따르면 이날 오전 9시19분께 전남 나주시 동강면 편도 2차로 국도에서 승용차와 1t 트럭이 부딪치는 사고가 났다. 오전 8시49분께도 광주 광산구 삼도동 편도 1차로에서 승용차 1대가... 
negative	광주·전남 소방본부와 경찰 등에 따르면 이날 오전 9시 19분쯤 전남 나주시 동강면 편도 2차로 국도에서 승용차와 1t 트럭이 부딪치는 사고가 났다. 오전 8시 49분쯤에도 광주 광산구 삼도동 편도 1차로에서 승용차... 
positive	17일 광주·전남 소방본부와 경찰 등에 따르면 오전 11시 36분께 전남 화순군 백아면 임곡리 편도 1차로에서 마주 오던 승용차와 관광버스가 빙판길에 미끄러져 충돌했다. 이 사고로 승용차 운전자 A(57) 씨가 경상을 입고... 
positive	광주·전남 소방본부와 경찰 등에 따르면 이날 오전 9시 19분쯤 전남 나주시 동강면 편도 2차로 국도에서 승용차와 1톤(t) 트럭이 부딪치는 사고가 발생했다. 또한 오전 8시 49분에도 광주 광산구 삼도동 편도 1차로에서... 
positive	"전해졌는데, 경찰은 정확한 사고 원인을 조사하고 있습니다. 한파로 미끄러운 길에 고속도로 사고도... 내린 전남과 광주 지역에서도 차가 미끄러지며 사고가 잇따르고 있다는 소식입니다. 열차가 지연되면서 승객들이... "
positive	광주·전남 소방본부와 경찰 등에 따르면 이날 오전 9시 19분께 전남 나주시 동강면 편도 2차로 국도에서 승용차와 1t 트럭이 부딪치는 사고가 났다. 오전 8시 49분께도 광주 광산구 삼도동 편도 1차로에서 승용차 1대가... 
positive	17일 광주·전남 소방본부와 경찰 등에 따르면 이날 오전 9시 19분께 전남 나주시 동강면 편도 2차로 국도에서 승용차와 1t 트럭이 부딪치는 사고가 났다. 인명피해는 없었으며 경찰은 정확한 사고 경위를 확인하고... 
positive	경찰은 기사를 상대로 정확한 사고 원인을 조사하고 있습니다. 무궁화호 열차가 2시간 가까이 지연됐다는... 빗어졌고 전남 광주 지역에서도 차가 미끄러지며 사고가 잇따르고 있다는 소식 들어오고 있습니다. 지금까지... 
positive	"대학본부에서 열린 협약식에 순천대는 고영진 총장, 인공지능공학부 신창선 교수, 지능기술연구소 김용규, 김광심 교수가 참석했고 전남자치경찰위원회에서는 조만형 위원장, 백혜웅 사무국장, 박송희 자치경찰정책과장이... "
positive	전남소방본부와 경찰 등에 따르면 오늘(17일) 오전 9시 20분쯤 전남 나주시 동강면 편도 2차로 국도에서 승용차와 1톤 트럭에 부딪히는 사고가 발생했습니다. 앞서 오전 9시에는 전남 영암군 시종면에서 승용차가... 
positive	"통제 전남도, 장비 75대·제설제 639t 살포 234개 노선 제설 [광주·무안=뉴시스] 이창우 기자 = 광주·전남... 인명피해는 없었으며 경찰이 사고 경위를 파악하고 있다. 앞서 오전 8시49분께에는 광주 광산구 삼도동 편도... "
positive	광주·전남 소방본부와 경찰 등에 따르면 이날 오전 9시19분 전남 나주시 동강면 편도 2차로 국도에서 승용차와 1t 트럭이 부딪치는 사고가 났다. 인명피해는 없었으며 경찰은 정확한 사고 경위를 확인하고 있다. 앞서... 
positive	"실무협의회에선 전남도, 전남경찰청, 국토관리사무소, 도로관리사업소 등 관계자 12명이 참석한 가운데 교통·생활안전·여성청소년 분야에서 유관기관 간 협력이 필요한 6건의 안건을 협의했다. 주요 안건은... "
positive	17일 광주·전남 소방본부와 경찰 등에 따르면 이날 오전 9시 19분께 전남 나주시 동강면 편도 2차로 국도에서 승용차와 1t 트럭이 부딪치는 사고가 났다. 인명피해는 없었으며 경찰은 정확한 사고 경위를 확인하고... 
positive	법무부 해남보호관찰소(소장 안규용)는 12월 16일 해남경찰서에서 전남 5개 관할 경찰서 형사과 및 여성청소년과 관계자들이 참석한 ‘2022년 하반기 전자감독 관계기관 협의회’를 가졌다고 밝혔다. 전자감독 협의회는... 
positive	"건설부 전남 다도해 일대를 국립공원으로 지정 1995 산악인 허영호 남극대륙 최고봉인 매시프(해발 5,140m)... 이탈리아 경찰이 42일 만인 1982.1.28 구출 1985 우간다정부-민족저항군(NRA) 20년간의 내전 종식 위한 평화협정... "
positive	"소방 당국은 즉시 김씨를 수원시 아주대병원 응급실로 옮겼으며, 경찰에 공동대응을 요청한 것으로... 최우향씨는 전남 목포에 기반을 둔 조직폭력단 수노아(수노아호텔에서 유래됐다는 설)파의 일원으로 2010년 이후 전북... "
positive	"실무협의회에선 전남도, 전남경찰청, 국토관리사무소, 도로관리사업소 등 관계자 12명이 참석한 가운데 교통· 생활안전·여성청소년 분야에서 유관기관 간 협력이 필요한 6건의 안건을 협의했다. 주요 안건은 △시... "
positive	"실무협의회에는 전남도, 전남경찰청, 국토관리사무소, 도로관리사업소 등 관계자 12명이 참석한 가운데 교통·생활안전·여성청소년 분야에서 유관기관 간 협력이 필요한 6개 안건을 집중 협의했다. 주요 협의건은 &apos;시·군... "
neutral	"실무협의회에는 전남도, 전남경찰청, 국토관리사무소, 도로관리사업소 등 관계자 12명이 참석한 가운데 교통·생활안전·여성청소년 분야에서 유관기관 간 협력이 필요한 6개 안건을 집중 협의했다. 주요 협의건은 &apos;시·군... "
negative	"조선노동당 전남도당 조직부부장과 남부군 정치지도원 활동을 한 사람들이다. 활동무대였던 지리산과... 거기 가면 다 모를 줄 알았는데, 그런데 학교로 경찰들이 찾아오더라고요. 선생님들이 저를 굉장히 차가운 눈으로... "
positive	16일 방송된 SBS &apos;궁금한 이야기Y-616회&apos;에서는 한국에서 8000km 떨어진 낯선 땅 덴마크에서 친부모를 전남... 그런데 미아는 친부모를 찾는 것이 평생의 꿈이었고 자신의 정보가 가짜라는 것을 알게 됐고 경찰과 지자체에... 
positive	전남 나주경찰서는 지난 13일 낮 12시 30분쯤 전남 나주의 한 골프장 탈의실 옷장에서 현금 수백만 원이 든 지갑을 훔친 48살 A 경사를 붙잡아 조사하고 있습니다. A씨는 경찰 조사에서 &quot;B씨가 자신의 채무 관계인과 닮아... 
positive	전남 나주경찰서는 절도 혐의로 A 경사를 불구속 입건했다고 16일 밝혔다. A 경사는 지난 13일 낮 12시 30분께 나주 한 골프장 탈의실 옷장에서 현금 700만원이 든 지갑을 훔친 혐의를 받는다. A 경사는 지갑을 주웠다고... 
positive	"◆박지원: 냈더니 전남, 광주 다 찬성했잖아요. 그리고 지난번 최고위에서 승인을 받았대요. ◇주진우... ◆박지원: 경찰국 예비비나 여러 가지 예산 그런 건 문제가 아니에요. 즉 국회의원들이요. 나 또 큰일 나는데.... "
positive	"환자를 받겠다는 병원이 없어 경찰이 화순, 목포 등 전남에 있는 병원까지 가는 날이 허다합니다. 야간에는 첨단병원 등 4개 병원이 SOS정신의료기관으로 지정돼 요일별로 당직을 서고 있지만 병상을 찾는 게 주간보다 더... "
positive	"전남 나주경찰서는 절도 혐의로 광주 서부경찰서 소속 40대 A 경사를 불구속 입건했습니다. A 경사는 지난 13일 오후, 전남 나주지역 골프장 탈의실 옷장에서 현금 등 7백만 원이 든 지갑을 훔친 혐의입니다. 경찰 조사 결과... "
positive	▲ 전남에 설치된 태양광판넬과 풍력발전기 전남경찰청(청장 이충호)은 16일경 유령법인을 4차례나 바꿔가며 전국 농민 854명 상대 태양광발전시설 설치계약금 175여억 원을 편취한 악성사기 조직 총책 A씨 등 31명을... 
positive	"전남 고흥의 한 공사 현장에서 작업 중이던 노동자가 숨지는 사고가 발생했다. 16일 전남소방본부 등에... 경찰은 정확한 사고 원인을 조사하는 한편, 현장 책임자가 안전 수칙을 제대로 지켰는지 등을 확인할... "
positive	전남 나주경찰서는 절도 혐의로 A 경사를 불구속 입건했다고 16일 밝혔다. 광주 서부경찰서 소속 한 지구대에 근무하는 A 경사는 13일 낮 12시 반경 나주시 한 골프장 탈의실 사물함에서 B 씨(56)의 현금 200만 원과 수표... 
positive	ⓒ 세이프타임즈 전남 고흥군 풍양면 한 공장 신축공사 현장에서 60대 노동자가 철제 구조물에 머리를 맞아 숨지는 사고가 발생했다. 16일 경찰에 따르면 오전 10시 52분쯤 고흥군 풍양면 한 공사 현장에서 크레인으로... 
positive	전남 나주경찰서는 지난 13일 나주의 한 골프장 탈의실에서 현금과 수표 7백만 원이 든 골프장 손님 지갑을 훔친 혐의로 광주 서부경찰서 모 지구대 소속 A 경사를 붙잡아 조사하고 있다고 밝혔습니다. 광주 서부경찰서는... 
positive	또 전남공동모금회 사업중 기능보강사업의 일환으로 지급된 후원금 200만 원으로 A 씨 본인의 친인척에게... 등이 경찰 수사를 받은 바 있다. 완도군 감사부서는 완도군장애인복지관 A 씨 호봉획정과 관련 해 지난 2015년... 
positive	"고려하여 경찰청, 농림축산식품부, 경북여성정책개발원, 전남여성가족재단, 제주여성가족연구원과의 협력하에 양성, 최종 강의 시연 평가를 거쳐 선발하였다. 양평원 전문강사 양성과정은 관련 법률(양성평등기본법... "
positive	전남 나주경찰서는 골프장 탈의실 사물함에 보관 중인 이용객의 금품을 훔친 혐의(절도)로 광주 서부경찰서 한 지구대 소속 ㄱ 경사를 입건했다고 16일 밝혔다. ㄱ경사는 지난 13일 오후 12시30분께 나주시 한 골프장... 
positive	전남 나주경찰서는 절도 혐의로 광주서부경찰서 소속 A 경사를 불구속 입건했다고 16일 밝혔다. A 경사는 지난 13일 낮 12시30분쯤 전남 나주의 한 골프장 탈의실 옷장에서 현금 700만원이 든 지갑을 훔친 혐의를 받고... 
positive	전남경찰청 반부패경제범죄수사1대는 총책 A 씨 등이 지난 2020년부터 태양광 시설 제조업으로 법인을 만들고 영업사원을 고용해 농민들에게 1년에 3천만 원의 고소득이 보장된다고 속여 공사비의 10%를 계약금으로... 
positive	16일 전남 나주경찰서는 절도 혐의로 A 경사를 불구속 입건했다고 밝혔다. A 경사는 지난 13일 낮 12시30분께 전남 나주시 남평읍의 한 골프장 탈의실 옷장에서 701만원과 신분증이 든 지갑을 훔친 혐의를 받는다. 범행 후 A... 
